Episode,Reward
890,184.17980079945258
891,172.13936123903434
892,175.73932386444613
893,186.74024727027503
894,184.4814441030343
895,193.61683700232354
896,181.84363473197266
897,157.18647176147428
898,188.5177487873608
899,175.88358609639437
900,141.74724011902586
901,179.87857656174495
902,165.04629940102097
903,186.07948979422986
904,180.51032857577474
905,170.62439403174977
906,190.2910198724391
907,168.35175195129062
908,209.78725831329783
909,171.05090258647533
910,169.2587520734444
911,179.14772442768776
912,171.21548439344267
913,169.50695241947264
914,173.0243766161238
915,193.36562134837416
916,168.4869007525818
917,185.65266620733362
918,163.05387843652628
919,186.89564813969173
920,177.9813853220363
921,176.4611750793363
922,192.38632134301193
923,178.81145008761092
924,179.97504391291653
925,170.6356901853042
926,169.6346304578556
927,188.59344651755467
928,161.3138657477703
929,177.98869856885943
930,173.14357128819162
931,173.83553945144786
932,162.8729599612706
933,179.58937702891106
934,189.3249512182516
935,166.73001134038796
936,188.22402629264656
937,199.5370790728856
938,156.5621680080558
939,178.38896944421307
940,178.98512282293672
941,169.2479734727419
942,185.9995841343255
943,166.38610872131676
944,196.88525077022118
945,177.50539421419074
946,205.98594512612158
947,174.30473486532279
948,181.45522256762115
949,188.6345582158499
950,175.30797731566886
951,184.86805608355195
952,167.92650352524834
953,178.5249508305271
954,190.00609577620943
955,185.8115774352261
956,172.42021241934083
957,187.8008930826084
958,171.09347693413443
959,242.4066343788668
960,184.95903287403195
961,157.9384310509779
962,178.41511711439296
963,185.67111809162571
964,191.7033991035188
965,170.8369507378774
966,194.65871589819383
967,178.22533273375845
968,175.022085620629
969,183.6279769476254
970,155.9106589764549
971,186.4889641094316
972,183.32169817067216
973,176.85260255160853
974,191.5434752722199
975,199.906341781709
976,177.61855827041705
977,155.5637635517612
978,185.8923381824517
979,199.0443012507939
980,181.08121187393712
981,198.89794630513973
982,180.42704757118187
983,205.01868385014487
984,188.15825207583313
985,173.6777533384515
986,179.55053806270598
987,184.86461323197088
988,192.11948909430797
989,204.7413655306112
990,175.33254982499471
991,177.03309348320332
992,173.6132617526203
993,182.35812727155403
994,183.4988587621755
995,168.33908315756264
996,180.56017116566093
997,147.27290439560733
998,175.3482789312387
999,188.70665557837657
1000,169.5715790190919
1001,179.58060113272353
1002,180.7596990412941
1003,175.06596510156797
1004,184.02352234041652
1005,213.08596017419228
1006,164.77937714312557
1007,189.56640087490473
1008,189.91487146045233
1009,194.02433111530877
1010,176.80435762487377
1011,198.39371481340766
1012,178.6281238664785
1013,188.95546348644828
1014,172.68690965425736
1015,182.20378401013937
1016,163.02840583528368
1017,174.4173813686961
1018,186.79542290476795
1019,173.8898825009177
1020,178.17981058507135
1021,191.37194025519625
1022,192.1311452846293
1023,168.41115801779213
1024,168.35004177664896
1025,205.52138518561827
1026,206.60174301092758
1027,186.01558326814452
1028,169.39941393772577
1029,194.1644304221417
1030,179.7716681443397
1031,173.6704625939268
1032,174.83650916970547
1033,163.06938251979116
1034,178.9186510348889
1035,186.50532328001736
1036,200.15530720586608
1037,188.42299161083102
1038,207.4082028659876
1039,193.65518091797472
1040,192.13146031679983
1041,170.83267530127296
1042,154.90604388593536
1043,185.2206895942145
1044,197.36713748012113
1045,178.5089291944105
1046,188.44502136049252
1047,174.33907337194424
1048,173.57692054148353
1049,186.04026828896028
1050,195.79703964293864
1051,159.79095522932053
1052,183.43979023014296
1053,186.76990529892913
1054,143.8991123665628
1055,156.8553729499182
1056,179.5264381016367
1057,202.55027177780462
1058,189.89747718416237
1059,183.4164328449045
1060,183.80394491733907
1061,193.45041000692723
1062,179.5592239497023
1063,183.34372792033386
1064,185.17248967207595
1065,180.23069251955536
1066,216.5269890694136
1067,183.7448763853058
1068,180.04808637195575
1069,179.5800835798714
1070,206.9472657954484
1071,177.98154283812167
1072,189.26826792979762
1073,173.83497689399988
1074,187.03637751086683
1075,191.5722557112562
1076,156.4616502432585
1077,182.71922164623382
1078,171.79683126013666
1079,182.3072945805589
1080,170.30758417937193
1081,165.80419929717462
1082,190.9565253333446
1083,191.89307097266425
1084,179.2482421924842
1085,173.88947745955568
1086,159.88226955426896
1087,191.02833016599882
1088,184.8541946680348
1089,197.3162822868273
1090,156.85807322566816
1091,189.8160863725959
1092,167.96410486506844
1093,199.77607597906584
1094,155.63048286508652
1095,186.53698401318724
1096,180.98852490881504
1097,150.6246666749904
1098,187.5936919233855
1099,184.77631421494286
1100,181.17556400910428
1101,186.81965787962454
1102,183.326176127958
1103,185.3304333011577
1104,190.45895452179573
1105,166.60033059749054
1106,183.94777960562672
1107,197.25615614679285
1108,182.6145409563225
1109,172.64467284106644
1110,166.03788566104623
1111,196.86376107571056
1112,167.2177486477462
1113,171.84217339044056
1114,174.65397052899974
1115,183.78958845126758
1116,191.2313684001065
1117,201.4646709170805
1118,176.76065816231863
1119,176.73921347240307
1120,152.55192098471687
1121,178.79356076076655
1122,175.504962431637
1123,193.02142619943078
1124,173.2762223344144
1125,188.9852115242956
1126,171.27212267730064
1127,165.89056311658143
1128,180.53771387233974
1129,184.92111650204134
1130,202.07491073430117
1131,184.65624195325628
1132,187.32744473442798
1133,183.85464259454739
1134,200.57531259649332
1135,180.24021099157426
1136,170.96651896928495
1137,185.46155419112216
1138,183.12790838100847
1139,183.49593346344622
1140,173.86335229167392
1141,203.40988206054504
1142,199.30053491717894
1143,188.71867180546525
1144,194.05317906123835
1145,183.01634198793423
1146,168.22072107051758
1147,178.70575679429288
1148,178.47351057748816
1149,183.0090287411111
1150,173.88362686209726
1151,187.60424550110832
1152,193.49608967169905
1153,183.06863732829393
1154,203.7395632273323
1155,169.95567074224235
1156,173.8895224641516
1157,174.8302760331817
1158,200.7774507386853
1159,165.30282559727863
1160,168.35879517053883
1161,188.01630758057118
1162,166.4417118994708
1163,171.55166872432775
1164,186.48941415539002
1165,199.96581535510467
1166,195.34784877191248
1167,160.5904168697277
1168,210.5455407485164
1169,175.20707701180737
1170,175.12771140705308
1171,163.14382012130184
1172,168.20881735491957
1173,182.4784920631143
1174,190.22349047638872
1175,142.950978043816
1176,172.75198629983464
1177,193.9307890628666
1178,167.7314086023053
1179,181.8232926546548
1180,189.52537918580165
1181,191.9416759361654
1182,180.06791089642178
1183,204.42912364471022
1184,181.48215781822822
1185,179.61311695321407
1186,188.180371834686
1187,181.445749100198
1188,179.002067053269
1189,195.70482522607335
1190,195.17010312066364
1191,184.17338764454547
1192,187.28766067170943
1193,182.40151170193883
1194,171.3045484885994
1195,168.4572202216291
1196,196.60964262533008
1197,176.66151303769473
1198,172.00441495842463
1199,188.1781216048945
1200,191.96962379017845
1201,169.94234938187552
1202,184.43900476916238
1203,200.0598749603996
1204,211.81372525454174
1205,168.65359777555398
1206,197.32285295781983
1207,162.4414558964079
1208,176.11351457651367
1209,174.07635904375894
1210,205.72660614262466
1211,184.51965300489803
1212,170.25864168140146
1213,204.28895683098386
1214,167.9457204876699
1215,177.94742935447917
1216,174.2715439758941
1217,183.60097419012487
1218,197.93124758661034
1219,184.99888444364336
1220,170.55510945646256
1221,178.31806470347541
1222,189.21883038127356
1223,178.01052579783925
1224,208.54463641770664
1225,187.17598176714577
1226,193.3188390710037
1227,178.93395259747268
1228,190.5650978610721
1229,189.613228156871
1230,174.08074699185337
1231,204.49624799939824
1232,200.35431752864744
1233,186.26016074420838
1234,178.23053076457677
1235,186.77136794829406
1236,183.13434403821307
1237,187.64985765898732
1238,164.80777504309714
1239,169.01392707210402
1240,196.79296884646183
1241,204.5074316414634
1242,183.46384518661654
1243,176.76286338751407
1244,164.98585822881498
1245,172.49663022306837
1246,181.65045250435202
1247,198.72101073661594
1248,193.1446037782305
1249,180.50069759226508
1250,172.71260727847897
1251,152.82804668246084
1252,179.7170100626986
1253,171.33960706875476
1254,177.84018340260496
1255,193.15677752140346
1256,185.83614994455164
1257,186.69940559955464
1258,169.93514864654173
1259,171.07702775435712
1260,178.7815445336787
1261,175.06054204776993
1262,187.77688313073034
1263,175.94344220885438
1264,171.95788020633174
1265,173.81715507404988
1266,188.3093550063484
1267,163.77590966980011
1268,180.84541029406105
1269,191.7467160270095
1270,176.05154324804974
1271,175.14530820402487
1272,158.72979186413428
1273,192.6652148233991
1274,174.1956437250191
1275,178.94727395783966
1276,174.5715221094303
1277,159.7250459987201
1278,202.53508272670973
1279,165.6051889743941
1280,170.2743707876458
1281,174.0935507993681
1282,197.8451762970763
1283,167.89054485317655
1284,168.82751803615741
1285,167.03624511274467
1286,171.95202960887283
1287,152.81641299443694
1288,159.46840729097332
1289,205.01188815617397
1290,179.79061507918638
1291,170.8351730563416
1292,178.67162080835246
1293,177.9116957053861
1294,165.87919945613308
1295,182.18188927426579
1296,155.0947031516743
1297,172.71926795866202
1298,154.83819945771452
1299,162.722037049139
1300,174.17872199698516
1301,174.22140885613453
1302,191.09480195404677
1303,203.35513396971214
1304,200.88370658945038
1305,179.47223006595362
1306,200.22362418234337
1307,174.71121637490114
1308,188.47947237860353
1309,197.15575089348502
1310,175.07615864252452
1311,186.31009334328652
1312,167.52812284292
1313,162.97154252844692
1314,175.04755822187136
1315,202.02448308466828
1316,187.02791664684955
1317,165.06135343832784
1318,187.8114016557358
1319,201.3362953074624
1320,171.77707424256585
1321,202.1639973317559
1322,193.94854337592292
1323,173.98421213378734
1324,207.98403666969182
1325,187.39119374442734
1326,184.23954440042215
1327,185.60205853931734
1328,173.03646035010527
1329,176.758632955506
1330,175.20052884311357
1331,166.6414873003811
1332,173.25390005488072
1333,177.0367613577642
1334,171.93429779811365
1335,174.76922729893192
1336,163.72669714425444
1337,185.78765749254006
1338,205.2119560869567
1339,181.66620411289418
1340,180.3513723432861
1341,186.85975697451343
1342,192.46226659848307
1343,177.4366721963509
1344,188.31149272465018
1345,200.1340875389306
1346,191.4862519286164
1347,167.16113286618622
1348,168.72409747492858
1349,159.30702081031052
1350,191.35405092835168
1351,185.11558136064284
1352,194.10495684874627
1353,168.42033895534266
1354,181.28944813886454
1355,202.3268914663795
1356,181.45112714940015
1357,171.68269960510065
1358,191.4243481070459
1359,174.86315189043913
1360,161.26591335090848
1361,178.0869436015667
1362,169.6061650509905
1363,174.7451723424582
